,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
3156,3156,3156,GerDracor/zschokke-abellino.xml,Die Vorigen.,0,12,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3157,3157,3157,GerDracor/zschokke-abellino.xml,"Canari und Dandolo, von Flodoardo geführt, nahen sich langsam durch
            die Versammlung dem Dogen.",13,119,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3158,3158,3158,GerDracor/zschokke-abellino.xml,– Alles fährt auf.,120,138,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3159,3159,3159,GerDracor/zschokke-abellino.xml,– Todesstille.,139,153,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3160,3160,3160,GerDracor/zschokke-abellino.xml,"– Der Doge starrt, ohne
            Bewegung, mit Grauen und Entzücken den Kommenden entgegen.",154,248,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3161,3161,3161,GerDracor/zschokke-abellino.xml,"– Rosamunde hebt in
            sprachloser Inbrunst die Blicke und gefalteten Hände zum Himmel.",249,345,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3162,3162,3162,GerDracor/zschokke-abellino.xml,"– Die Verschwornen
            verhüllen ihr Antlitz.",346,399,stage_direction,5,5,pre_speech,,,,,no_annotation,S,,1795.0,no_annotation,no_annotation
3163,3163,3163,GerDracor/zschokke-abellino.xml,entgeistert.,0,12,stage_direction,5,5,speech_part,,#parozzi,915.0,MALE,being moved,S,,1795.0,being moved,being moved
3164,3164,3164,GerDracor/zschokke-abellino.xml,Aus!,0,4,character_speech,5,5,,PAROZZI,#parozzi,915.0,MALE,no_annotation,S,,1795.0,no_annotation,no_annotation
3165,3165,3165,GerDracor/zschokke-abellino.xml,... nun aus!,5,17,character_speech,5,5,,PAROZZI,#parozzi,915.0,MALE,no_annotation,S,,1795.0,no_annotation,no_annotation
3166,3166,3166,GerDracor/zschokke-abellino.xml,... und Alles aus!,18,36,character_speech,5,5,,PAROZZI,#parozzi,915.0,MALE,no_annotation,S,,1795.0,no_annotation,no_annotation
