,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
3768,3768,3768,GerDracor/lessing-nathan-der-weise.xml,Nathan und der Tempelherr zu den Vorigen.,0,41,stage_direction,5,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3769,3769,3769,GerDracor/lessing-nathan-der-weise.xml,"
              Ah, meine guten lieben Freunde!",0,46,character_speech,5,8,,SALADIN.,#saladin,1242.0,MALE,no_annotation,no_annotation,no_annotation
3770,3770,3770,GerDracor/lessing-nathan-der-weise.xml,"– Dich,
              Dich, Nathan, muß ich nur vor allen Dingen
              Bedeuten, daß du nun, sobald du willst,
              Dein Geld kannst wiederholen lassen!",47,216,character_speech,5,8,,SALADIN.,#saladin,1242.0,MALE,joy,positive,emotions of pleasure
3771,3771,3771,GerDracor/lessing-nathan-der-weise.xml,...,217,220,character_speech,5,8,,SALADIN.,#saladin,1242.0,MALE,no_annotation,no_annotation,no_annotation
3772,3772,3772,GerDracor/lessing-nathan-der-weise.xml,Sultan!,0,7,character_speech,5,8,,NATHAN.,#nathan,1243.0,MALE,no_annotation,no_annotation,no_annotation
3773,3773,3773,GerDracor/lessing-nathan-der-weise.xml,...,8,11,character_speech,5,8,,NATHAN.,#nathan,1243.0,MALE,no_annotation,no_annotation,no_annotation
3774,3774,3774,GerDracor/lessing-nathan-der-weise.xml,Nun steh ich auch zu deinen Diensten ...,0,40,character_speech,5,8,,SALADIN.,#saladin,1244.0,MALE,"admiration, reverence",positive,emotions of affection
3775,3775,3775,GerDracor/lessing-nathan-der-weise.xml,Sultan!,0,7,character_speech,5,8,,NATHAN.,#nathan,1245.0,MALE,no_annotation,no_annotation,no_annotation
3776,3776,3776,GerDracor/lessing-nathan-der-weise.xml,...,8,11,character_speech,5,8,,NATHAN.,#nathan,1245.0,MALE,no_annotation,no_annotation,no_annotation
3777,3777,3777,GerDracor/lessing-nathan-der-weise.xml,"
              Die Karawan' ist da.",0,35,character_speech,5,8,,SALADIN.,#saladin,1246.0,MALE,no_annotation,no_annotation,no_annotation
3778,3778,3778,GerDracor/lessing-nathan-der-weise.xml,"Ich bin so reich
              Nun wieder, als ich lange nicht gewesen.",36,107,character_speech,5,8,,SALADIN.,#saladin,1246.0,MALE,joy,positive,emotions of pleasure
3779,3779,3779,GerDracor/lessing-nathan-der-weise.xml,"–
              Komm, sag' mir, was du brauchst, so recht was Großes
              Zu unternehmen!",108,206,character_speech,5,8,,SALADIN.,#saladin,1246.0,MALE,no_annotation,no_annotation,no_annotation
3780,3780,3780,GerDracor/lessing-nathan-der-weise.xml,"Denn auch ihr, auch ihr,
              Ihr Handelsleute, könnt des baren Geldes
              Zu viel nie haben!",207,319,character_speech,5,8,,SALADIN.,#saladin,1246.0,MALE,suffering,negative,emotions of suffering and empathy
3781,3781,3781,GerDracor/lessing-nathan-der-weise.xml,"
              Und warum zuerst
              Von dieser Kleinigkeit?",0,69,character_speech,5,8,,NATHAN.,#nathan,1247.0,MALE,no_annotation,no_annotation,no_annotation
3782,3782,3782,GerDracor/lessing-nathan-der-weise.xml,"– Ich sehe dort
              Ein Aug' in Tränen, das zu trocknen, mir
              Weit angelegner ist.",70,175,character_speech,5,8,,NATHAN.,#nathan,1247.0,MALE,suffering,negative,emotions of suffering and empathy
3783,3783,3783,GerDracor/lessing-nathan-der-weise.xml,Geht auf Recha zu.,0,18,stage_direction,5,8,speech_part,,#nathan,1247.0,MALE,no_annotation,no_annotation,no_annotation
3784,3784,3784,GerDracor/lessing-nathan-der-weise.xml,"
              Du hast geweint?",0,31,character_speech,5,8,,NATHAN.,#nathan,1247.0,MALE,suffering,negative,emotions of suffering and empathy
3785,3785,3785,GerDracor/lessing-nathan-der-weise.xml,Was fehlt dir?,46,60,character_speech,5,8,,NATHAN.,#nathan,1247.0,MALE,no_annotation,no_annotation,no_annotation
3786,3786,3786,GerDracor/lessing-nathan-der-weise.xml,– bist doch meine Tochter noch?,61,92,character_speech,5,8,,NATHAN.,#nathan,1247.0,MALE,being moved,being moved,being moved
3787,3787,3787,GerDracor/lessing-nathan-der-weise.xml,Mein Vater!,0,11,character_speech,5,8,,RECHA.,#recha,1248.0,FEMALE,being moved,being moved,being moved
3788,3788,3788,GerDracor/lessing-nathan-der-weise.xml,...,12,15,character_speech,5,8,,RECHA.,#recha,1248.0,FEMALE,no_annotation,no_annotation,no_annotation
3789,3789,3789,GerDracor/lessing-nathan-der-weise.xml,"
              Wir verstehen uns.",0,33,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,no_annotation,no_annotation,no_annotation
3790,3790,3790,GerDracor/lessing-nathan-der-weise.xml,Genug!,34,40,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,no_annotation,no_annotation,no_annotation
3791,3791,3791,GerDracor/lessing-nathan-der-weise.xml,"–
              Sei heiter!",41,68,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,no_annotation,no_annotation,no_annotation
3792,3792,3792,GerDracor/lessing-nathan-der-weise.xml,Sei gefaßt!,69,80,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,fear,negative,emotions of anxiety
3793,3793,3793,GerDracor/lessing-nathan-der-weise.xml,"Wenn sonst dein Herz
              Nur dein noch ist!",81,134,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,love,positive,emotions of affection
3794,3794,3794,GerDracor/lessing-nathan-der-weise.xml,"Wenn deinem Herzen sonst
              Nur kein Verlust nicht droht!",135,203,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,love,positive,emotions of affection
3795,3795,3795,GerDracor/lessing-nathan-der-weise.xml,"– Dein Vater ist
              Dir unverloren!",204,250,character_speech,5,8,,NATHAN.,#nathan,1249.0,MALE,no_annotation,no_annotation,no_annotation
3796,3796,3796,GerDracor/lessing-nathan-der-weise.xml,"Keiner, keiner sonst!",0,21,character_speech,5,8,,RECHA.,#recha,1250.0,FEMALE,abhorrence,negative,emotions of rejection
3797,3797,3797,GerDracor/lessing-nathan-der-weise.xml,"
              Sonst keiner?",0,28,character_speech,5,8,,TEMPELHERR.,#tempelherr,1251.0,MALE,no_annotation,no_annotation,no_annotation
3798,3798,3798,GerDracor/lessing-nathan-der-weise.xml,– Nun!,29,35,character_speech,5,8,,TEMPELHERR.,#tempelherr,1251.0,MALE,no_annotation,no_annotation,no_annotation
3799,3799,3799,GerDracor/lessing-nathan-der-weise.xml,so hab' ich mich betrogen.,36,62,character_speech,5,8,,TEMPELHERR.,#tempelherr,1251.0,MALE,suffering,negative,emotions of suffering and empathy
3800,3800,3800,GerDracor/lessing-nathan-der-weise.xml,"Was man nicht zu verlieren fürchtet, hat
              Man zu besitzen nie geglaubt, und nie
              Gewünscht.",77,194,character_speech,5,8,,TEMPELHERR.,#tempelherr,1251.0,MALE,fear,negative,emotions of anxiety
3801,3801,3801,GerDracor/lessing-nathan-der-weise.xml,– Recht wohl!,195,208,character_speech,5,8,,TEMPELHERR.,#tempelherr,1251.0,MALE,no_annotation,no_annotation,no_annotation
