,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1575,1575,1575,GerDracor/weidmann-johann-faust.xml,"Ithuriel, eine Schaar Krigel, Vorige.",0,37,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1775.0,no_annotation,no_annotation
1576,1576,1576,GerDracor/weidmann-johann-faust.xml,"Der Donner rollt, Blitze leuchten.",0,34,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1775.0,no_annotation,no_annotation
1577,1577,1577,GerDracor/weidmann-johann-faust.xml,"Ithuriel erscheint in einer glänzenden Gestalt,
            mit einem göldnen Schilde, und einem blitzenden Schwerte.",35,152,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1775.0,no_annotation,no_annotation
1578,1578,1578,GerDracor/weidmann-johann-faust.xml,"Sein Gefolg ist prächtig und
            schimmernd.",153,205,stage_direction,5,7,pre_speech,,,,,"admiration, reverence",S,,1775.0,positive,emotions of affection
1579,1579,1579,GerDracor/weidmann-johann-faust.xml,Die Tracht gleicht den alten Helden.,206,242,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1775.0,no_annotation,no_annotation
1580,1580,1580,GerDracor/weidmann-johann-faust.xml,"Mephistopheles und seine Furien
            zittern.",243,295,stage_direction,5,7,pre_speech,,,,,fear,S,,1775.0,negative,emotions of anxiety
1581,1581,1581,GerDracor/weidmann-johann-faust.xml,Der Donner schweigt.,296,316,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1775.0,no_annotation,no_annotation
1582,1582,1582,GerDracor/weidmann-johann-faust.xml,"Der Allmächtige, der im Himmel seinen Thron hat; der mit einem Wink tausend  Welten aus nichts heraufrufet; der Sonnen leuchten, und Donnerbrüllen
              heist, der Gott hat die Sünder gerichtet.",0,202,character_speech,5,7,,ITHURIEL.,#ithuriel,457.0,MALE,"admiration, reverence",S,,1775.0,positive,emotions of affection
1583,1583,1583,GerDracor/weidmann-johann-faust.xml,"Die Waage der Gerechtigkeit hat sie zu
              leicht gefunden; aber die unendliche Barmherzigkeit hat ihre Laster weit überwogen!",203,339,character_speech,5,7,,ITHURIEL.,#ithuriel,457.0,MALE,compassion,S,,1775.0,negative,emotions of suffering and empathy
1584,1584,1584,GerDracor/weidmann-johann-faust.xml,"–
              Frevler zittert, und betet an seihe gerechten Urtheile!",340,411,character_speech,5,7,,ITHURIEL.,#ithuriel,457.0,MALE,abhorrence,S,,1775.0,negative,emotions of rejection
1585,1585,1585,GerDracor/weidmann-johann-faust.xml,"– Er nimmt die Reuigen in
              seinen väterlichen Schooß auf, und stürzt euch verfluchte Verführer in eine ewige
              Höll.",412,553,character_speech,5,7,,ITHURIEL.,#ithuriel,457.0,MALE,abhorrence,S,,1775.0,negative,emotions of rejection
1586,1586,1586,GerDracor/weidmann-johann-faust.xml,Der Donner brüllt.,0,18,stage_direction,5,7,speech_part,,#ithuriel,457.0,MALE,fear,S,,1775.0,negative,emotions of anxiety
1587,1587,1587,GerDracor/weidmann-johann-faust.xml,Mephistopheles und seine Gefährten stürzen zu Boden.,19,71,stage_direction,5,7,speech_part,,#ithuriel,457.0,MALE,no_annotation,S,,1775.0,no_annotation,no_annotation
