,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
371,371,371,GerDracor/moritz-blunt-oder-der-gast.xml,"(Welcher halb entkleidet auf dem Bette liegt, und eingeschlafen ist.)",0,69,stage_direction,1,5,pre_speech,,,,,no_annotation,S,,1781.0,no_annotation,no_annotation
372,372,372,GerDracor/moritz-blunt-oder-der-gast.xml,"(In der einen Hand ein Licht, und in der andern ein langes Messer, tritt herein,
            und schließt die Thüre hinter sich zu.",0,131,stage_direction,1,5,speech_part,,#blunt,117.0,MALE,no_annotation,S,,1781.0,no_annotation,no_annotation
373,373,373,GerDracor/moritz-blunt-oder-der-gast.xml,"Er setzt das Licht auf den Tisch, stellt sich
            über das Bette, und zuckt das Messer.)",132,228,stage_direction,1,5,speech_part,,#blunt,117.0,MALE,no_annotation,S,,1781.0,no_annotation,no_annotation
374,374,374,GerDracor/moritz-blunt-oder-der-gast.xml,"(draußen, klopft stark an die Thüre)",0,36,stage_direction,1,5,speech_part,,#gertrude,118.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
375,375,375,GerDracor/moritz-blunt-oder-der-gast.xml,Blunt!,0,6,character_speech,1,5,,Gert.,#gertrude,118.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
376,376,376,GerDracor/moritz-blunt-oder-der-gast.xml,Blunt!,7,13,character_speech,1,5,,Gert.,#gertrude,118.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
377,377,377,GerDracor/moritz-blunt-oder-der-gast.xml,was willst du thun?,14,33,character_speech,1,5,,Gert.,#gertrude,118.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
378,378,378,GerDracor/moritz-blunt-oder-der-gast.xml,– o mach auf!,34,47,character_speech,1,5,,Gert.,#gertrude,118.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
379,379,379,GerDracor/moritz-blunt-oder-der-gast.xml,"ich bitte dich um Gotteswillen, mach
            auf!",48,101,character_speech,1,5,,Gert.,#gertrude,118.0,FEMALE,fear,S,,1781.0,negative,emotions of anxiety
380,380,380,GerDracor/moritz-blunt-oder-der-gast.xml,(Läßt das Meßer sinken – er zuckt es zum zweitenmale.),0,54,stage_direction,1,5,speech_part,,#blunt,119.0,MALE,no_annotation,S,,1781.0,no_annotation,no_annotation
381,381,381,GerDracor/moritz-blunt-oder-der-gast.xml,(klopft noch stärker),0,21,stage_direction,1,5,speech_part,,#gertrude,120.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
382,382,382,GerDracor/moritz-blunt-oder-der-gast.xml,"Ach Blunt, Blunt mach auf!",0,26,character_speech,1,5,,Gert.,#gertrude,120.0,FEMALE,fear,S,,1781.0,negative,emotions of anxiety
383,383,383,GerDracor/moritz-blunt-oder-der-gast.xml,–,27,28,character_speech,1,5,,Gert.,#gertrude,120.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
384,384,384,GerDracor/moritz-blunt-oder-der-gast.xml,"(Läßt noch einmal das Messer sinken – schnell aber zuckt er es zum drittenmale –
            seine Hand zittert noch –)",0,119,stage_direction,1,5,speech_part,,#blunt,121.0,MALE,no_annotation,S,,1781.0,no_annotation,no_annotation
385,385,385,GerDracor/moritz-blunt-oder-der-gast.xml,(Thut noch einen starken Schlag an die Thüre.),0,46,stage_direction,1,5,speech_part,,#gertrude,122.0,FEMALE,no_annotation,S,,1781.0,no_annotation,no_annotation
386,386,386,GerDracor/moritz-blunt-oder-der-gast.xml,"(erwacht, und indem er seine Augen aufschlägt, sagt er mit zitternder
            Stimme:)",0,90,stage_direction,1,5,speech_part,,#der_fremde,123.0,MALE,suffering,S,,1781.0,negative,emotions of suffering and empathy
387,387,387,GerDracor/moritz-blunt-oder-der-gast.xml,Mein Vater!,0,11,character_speech,1,5,,Der Fremde.,#der_fremde,123.0,MALE,being moved,S,,1781.0,being moved,being moved
