,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
3306,3306,3306,GerDracor/klinger-simsone-grisaldo.xml,Königszimmer.,0,13,stage_direction,5,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3307,3307,3307,GerDracor/klinger-simsone-grisaldo.xml,König.,0,6,stage_direction,5,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3308,3308,3308,GerDracor/klinger-simsone-grisaldo.xml,Malvizino.,7,17,stage_direction,5,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation
3309,3309,3309,GerDracor/klinger-simsone-grisaldo.xml,"Sie sind gesprengt, König, dafür sorgt nicht.",0,45,character_speech,5,3,,MALVIZINO.,#malvizino,909.0,MALE,no_annotation,no_annotation,no_annotation
3310,3310,3310,GerDracor/klinger-simsone-grisaldo.xml,"Ich schmiß sie zusammen in ein
              Loch.",46,96,character_speech,5,3,,MALVIZINO.,#malvizino,909.0,MALE,abhorrence,negative,emotions of rejection
3311,3311,3311,GerDracor/klinger-simsone-grisaldo.xml,"Das ist's nicht, Malvizino, was mein Herz bewegt.",0,49,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,being moved,being moved,being moved
3312,3312,3312,GerDracor/klinger-simsone-grisaldo.xml,Ach ganz andre Gefühle!,50,73,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,being moved,being moved,being moved
3313,3313,3313,GerDracor/klinger-simsone-grisaldo.xml,– Er kommt!,74,85,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3314,3314,3314,GerDracor/klinger-simsone-grisaldo.xml,Und ich um seinen Hals von neuem fallen!,100,140,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,love,positive,emotions of affection
3315,3315,3315,GerDracor/klinger-simsone-grisaldo.xml,– Malvizino!,141,153,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3316,3316,3316,GerDracor/klinger-simsone-grisaldo.xml,Und so gewesen sein!,154,174,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3317,3317,3317,GerDracor/klinger-simsone-grisaldo.xml,"So
              gehandelt haben, aber hier ist's anders.",175,232,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3318,3318,3318,GerDracor/klinger-simsone-grisaldo.xml,Laß mich verschnaufen!,233,255,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,being moved,being moved,being moved
3319,3319,3319,GerDracor/klinger-simsone-grisaldo.xml,Hier schlägt's.,256,271,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3320,3320,3320,GerDracor/klinger-simsone-grisaldo.xml,"Wie
              das all getilgt ist, wie ich all ihr Vorhaben vergaß, und nur er!",272,355,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,suffering,negative,emotions of suffering and empathy
3321,3321,3321,GerDracor/klinger-simsone-grisaldo.xml,"– Ihn blenden, Gott
              im Himmel, kann ich mir vergeben, mich solchen Leuten überlassen zu haben!",356,464,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,abhorrence,negative,emotions of rejection
3322,3322,3322,GerDracor/klinger-simsone-grisaldo.xml,"Und ich
              tat's nicht, Malvizino, ich tat's nicht – glaubst du mir's?",465,546,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3323,3323,3323,GerDracor/klinger-simsone-grisaldo.xml,Vergißt du?,547,558,character_speech,5,3,,KÖNIG.,#koenig,910.0,MALE,no_annotation,no_annotation,no_annotation
3324,3324,3324,GerDracor/klinger-simsone-grisaldo.xml,"Alles, alles.",0,13,character_speech,5,3,,MALVIZINO.,#malvizino,911.0,MALE,no_annotation,no_annotation,no_annotation
3325,3325,3325,GerDracor/klinger-simsone-grisaldo.xml,Warum nicht?,14,26,character_speech,5,3,,MALVIZINO.,#malvizino,911.0,MALE,no_annotation,no_annotation,no_annotation
3326,3326,3326,GerDracor/klinger-simsone-grisaldo.xml,Ha wenn ich nur die Könige sähe!,27,59,character_speech,5,3,,MALVIZINO.,#malvizino,911.0,MALE,joy,positive,emotions of pleasure
3327,3327,3327,GerDracor/klinger-simsone-grisaldo.xml,"Wenn ich sie nur krönen
              dürfte.",60,105,character_speech,5,3,,MALVIZINO.,#malvizino,911.0,MALE,"admiration, reverence",positive,emotions of affection
3328,3328,3328,GerDracor/klinger-simsone-grisaldo.xml,"Kein Wort davon, ich bitte dich.",0,32,character_speech,5,3,,KÖNIG.,#koenig,912.0,MALE,no_annotation,no_annotation,no_annotation
3329,3329,3329,GerDracor/klinger-simsone-grisaldo.xml,"– Ach Herz, mein Herz, wie reich, wie neu, wie voll
              die Welt, wie lieb um mich.",33,126,character_speech,5,3,,KÖNIG.,#koenig,912.0,MALE,love,positive,emotions of affection
3330,3330,3330,GerDracor/klinger-simsone-grisaldo.xml,Grisaldo tritt auf.,0,19,stage_direction,5,3,speech_part,,#koenig,912.0,MALE,no_annotation,no_annotation,no_annotation
3331,3331,3331,GerDracor/klinger-simsone-grisaldo.xml,Der König an seinem Hals.,20,45,stage_direction,5,3,speech_part,,#koenig,912.0,MALE,no_annotation,no_annotation,no_annotation
3332,3332,3332,GerDracor/klinger-simsone-grisaldo.xml,"Schweigen beide, und Ausdruck des
              stärksten Gefühls der Wiedererkennung, der Liebe.",46,143,stage_direction,5,3,speech_part,,#koenig,912.0,MALE,love,positive,emotions of affection
3333,3333,3333,GerDracor/klinger-simsone-grisaldo.xml,"immer an seinem Hals, ihn küssend und herzend.",0,46,stage_direction,5,3,speech_part,,#koenig,913.0,MALE,love,positive,emotions of affection
3334,3334,3334,GerDracor/klinger-simsone-grisaldo.xml,Fühl ich  wieder schlagen dein Herz an meinem!,0,46,character_speech,5,3,,KÖNIG,#koenig,913.0,MALE,love,positive,emotions of affection
3335,3335,3335,GerDracor/klinger-simsone-grisaldo.xml,"Fühl ich wieder Leben
              und Liebe übergehen aus deiner Brust in meine!",47,129,character_speech,5,3,,KÖNIG,#koenig,913.0,MALE,love,positive,emotions of affection
3336,3336,3336,GerDracor/klinger-simsone-grisaldo.xml,– Grisaldo!,130,141,character_speech,5,3,,KÖNIG,#koenig,913.0,MALE,no_annotation,no_annotation,no_annotation
3337,3337,3337,GerDracor/klinger-simsone-grisaldo.xml,Seht in mir –,0,13,character_speech,5,3,,GRISALDO.,#grisaldo,914.0,MALE,no_annotation,no_annotation,no_annotation
3338,3338,3338,GerDracor/klinger-simsone-grisaldo.xml,"Ich fühl in dir, und habe Stärke von dir.",0,41,character_speech,5,3,,KÖNIG.,#koenig,915.0,MALE,love,positive,emotions of affection
3339,3339,3339,GerDracor/klinger-simsone-grisaldo.xml,"Denn ich fühle dein Herz wieder so ungestüm
              schlagen an dem meinen wie sonst.",42,133,character_speech,5,3,,KÖNIG.,#koenig,915.0,MALE,being moved,being moved,being moved
3340,3340,3340,GerDracor/klinger-simsone-grisaldo.xml,"Erkennt mich als Euren Treuen, der ich immer war.",0,49,character_speech,5,3,,GRISALDO.,#grisaldo,916.0,MALE,"admiration, reverence",positive,emotions of affection
3341,3341,3341,GerDracor/klinger-simsone-grisaldo.xml,Dich verkennen?,0,15,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,no_annotation,no_annotation,no_annotation
3342,3342,3342,GerDracor/klinger-simsone-grisaldo.xml,Edler Mensch!,16,29,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,"admiration, reverence",positive,emotions of affection
3343,3343,3343,GerDracor/klinger-simsone-grisaldo.xml,"Dein Anblick würde mich erniedrigen, wenn nicht neues
              Leben mir zuströmte.",30,118,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,no_annotation,no_annotation,no_annotation
3344,3344,3344,GerDracor/klinger-simsone-grisaldo.xml,"Ich war tot, du weckst.",119,142,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,no_annotation,no_annotation,no_annotation
3345,3345,3345,GerDracor/klinger-simsone-grisaldo.xml,Wie lohn ich dir?,143,160,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,anger,negative,emotions of rejection
3346,3346,3346,GerDracor/klinger-simsone-grisaldo.xml,"Du hast mich errettet,
              von neuem errettet!",161,217,character_speech,5,3,,KÖNIG.,#koenig,917.0,MALE,joy,positive,emotions of pleasure
3347,3347,3347,GerDracor/klinger-simsone-grisaldo.xml,Mit Eurer Liebe.,0,16,character_speech,5,3,,GRISALDO.,#grisaldo,918.0,MALE,love,positive,emotions of affection
