,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
2001,2001,2001,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Die Bühne verwandelt sich in eine ländliche Gegend.,0,51,stage_direction,4,13,pre_speech,,,,,no_annotation,S,,1799.0,no_annotation,no_annotation
2002,2002,2002,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"– Auf einer Seite ein Haus,
            nebenbey ein Brunnen.",52,113,stage_direction,4,13,pre_speech,,,,,no_annotation,S,,1799.0,no_annotation,no_annotation
2003,2003,2003,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Gott!,0,5,character_speech,4,13,,KILIAN.,#kilian,671.0,MALE,being moved,S,,1799.0,being moved,being moved
2004,2004,2004,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,wo bin ich – hier meine Wohnung – dieser Brunnen!,6,55,character_speech,4,13,,KILIAN.,#kilian,671.0,MALE,being moved,S,,1799.0,being moved,being moved
2005,2005,2005,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,ha!,56,59,character_speech,4,13,,KILIAN.,#kilian,671.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2006,2006,2006,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"er erinnert mich an die
              letzte schreckliche That, die ich an meinem Weib verübte.",60,155,character_speech,4,13,,KILIAN.,#kilian,671.0,MALE,suffering,S,,1799.0,negative,emotions of suffering and empathy
2007,2007,2007,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Hier in diesem Brunnen liegen die Gebeine deines Weibes begraben.,0,65,character_speech,4,13,,GÜNTHER.,#guenther,672.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2008,2008,2008,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"Auf, Unglücklicher!",66,85,character_speech,4,13,,GÜNTHER.,#guenther,672.0,MALE,suffering,S,,1799.0,negative,emotions of suffering and empathy
2009,2009,2009,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"vollziehe die letzte deiner Pflichten, um das Schicksal zu versöhnen.",100,169,character_speech,4,13,,GÜNTHER.,#guenther,672.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2010,2010,2010,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"Steige hinab –
              der Geist deiner Gattin kann nur versöhnt werden, wenn deine Gebeine neben den ihrigen
              ruhen.",170,306,character_speech,4,13,,GÜNTHER.,#guenther,672.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2011,2011,2011,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Ich bin zu allem bereit!,0,24,character_speech,4,13,,KILIAN.,#kilian,673.0,MALE,joy,S,,1799.0,positive,emotions of pleasure
2012,2012,2012,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Donnerschlag.,0,13,stage_direction,4,13,inner_speech,,#kilian,673.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2013,2013,2013,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"– Ein fürchterliches Gewitter bricht
                aus.",14,71,stage_direction,4,13,inner_speech,,#kilian,673.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2014,2014,2014,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,– Es wird finster.,72,90,stage_direction,4,13,inner_speech,,#kilian,673.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2015,2015,2015,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"Kilian stürzt auf die Knie, mit erhobenen
              Händen.",91,154,stage_direction,4,13,inner_speech,,#kilian,673.0,MALE,no_annotation,S,,1799.0,no_annotation,no_annotation
2016,2016,2016,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Final-Musik.,0,12,stage_direction,4,13,pre_speech,,,,,no_annotation,S,,1799.0,no_annotation,no_annotation
2017,2017,2017,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Melodram.,0,9,stage_direction,4,13,pre_speech,,,,,no_annotation,S,,1799.0,no_annotation,no_annotation
2018,2018,2018,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,Gott!,0,5,character_speech,4,13,,KILIAN.,#kilian,674.0,MALE,being moved,S,,1799.0,being moved,being moved
2019,2019,2019,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"du bist schrecklich in deinem Donner – Fürchterlich weckst du den Verbrecher –
              er bebt und zittert – und hoft auf deine Gnade –",6,147,character_speech,4,13,,KILIAN.,#kilian,674.0,MALE,abhorrence,S,,1799.0,negative,emotions of rejection
2020,2020,2020,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"
              Ruhe winkt im düstern Grab,
              Auf vollziehe deine Pflicht!",0,85,character_speech,4,13,,GEISTER-CHOR.,#geister-chor,675.0,UNKNOWN,no_annotation,S,,1799.0,no_annotation,no_annotation
