,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1339,1339,1339,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Amaldi kömmt herein.,0,20,stage_direction,5,7,pre_speech,,,,,no_annotation,S,,1779.0,no_annotation,no_annotation
1340,1340,1340,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,thut einen Schrei.,0,18,stage_direction,5,7,speech_part,,#lottchen,718.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1341,1341,1341,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Ach!,0,4,character_speech,5,7,,LOTTCHEN,#lottchen,718.0,FEMALE,suffering,S,,1779.0,negative,emotions of suffering and empathy
1342,1342,1342,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Dieser Schrecken ist der bitterste Vorwurf; aber weg mit ihm, ich komme selbst, um",0,82,character_speech,5,7,,AMALDI.,#amaldi,719.0,FEMALE,despair,S,,1779.0,negative,emotions of anxiety
1343,1343,1343,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Zum Hausvater.,0,14,stage_direction,5,7,inner_speech,,#amaldi,719.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1344,1344,1344,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml," Sie zu bitten, daß Sie möchten das Vorurteil der Natur
              weichen lassen.",0,85,character_speech,5,7,,AMALDI.,#amaldi,719.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1345,1345,1345,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Ich habe es schon gethan, sie sind vereint auf immer.",0,53,character_speech,5,7,,HAUSVATER.,#hausvater,720.0,MALE,love,S,,1779.0,positive,emotions of affection
1346,1346,1346,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Ich dachte, ein ehrlicher Mann
              zu sein, sei meines Sohns erste Pflicht.",54,139,character_speech,5,7,,HAUSVATER.,#hausvater,720.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1347,1347,1347,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Wohl gesagt, würdiger Mann.",0,27,character_speech,5,7,,AMALDI.,#amaldi,721.0,FEMALE,"admiration, reverence",S,,1779.0,positive,emotions of affection
1348,1348,1348,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Zu Lottchen.,0,12,stage_direction,5,7,inner_speech,,#amaldi,721.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1349,1349,1349,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml," Wenn ich Sie vorhin verließ,
              so war es Bestürzung, Unentschlossenheit; verzeihen Sie mir.",0,104,character_speech,5,7,,AMALDI.,#amaldi,721.0,FEMALE,being moved,S,,1779.0,being moved,being moved
1350,1350,1350,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Gnädige Frau!,0,13,character_speech,5,7,,LOTTCHEN.,#lottchen,722.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1351,1351,1351,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Und um den Kummer wieder gut zu machen, den ich Ihnen verursachte, ich thue nichts
              gern halb, erlaube man mir, die Aussteuer der Braut besorgen zu dürfen.",0,168,character_speech,5,7,,AMALDI.,#amaldi,723.0,FEMALE,suffering,S,,1779.0,negative,emotions of suffering and empathy
1352,1352,1352,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,eilends ab.,0,11,stage_direction,5,7,speech_part,,#dromer,724.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1353,1353,1353,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"O, ich muß der erste sein, der diese herrliche That dem ganzen Hof erzählet!",0,76,character_speech,5,7,,DROMER,#dromer,724.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1354,1354,1354,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Gnädige Gräfin, ich gestehe – –",0,31,character_speech,5,7,,MALER.,#maler,725.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1355,1355,1355,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Alle wollen sich bedanken.,0,26,stage_direction,5,7,speech_part,,#maler,725.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1356,1356,1356,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Keinen Dank, wo ich eigennützig bin und Vergnügen suche, auch gehe ich.",0,71,character_speech,5,7,,AMALDI.,#amaldi,726.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1357,1357,1357,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"– – Wahrlich,
              in keinem Gesellschaftssaale habe ich so viel vergnügte Gesichter gesehen – – mich so
              glücklich gefunden.",72,219,character_speech,5,7,,AMALDI.,#amaldi,726.0,FEMALE,joy,S,,1779.0,positive,emotions of pleasure
1358,1358,1358,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Ab.,0,3,stage_direction,5,7,inner_speech,,#amaldi,726.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1359,1359,1359,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Es bleibt dabei ein treffliches Weib.,0,37,character_speech,5,7,,KARL.,#karl,727.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1360,1360,1360,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Und nun hätte ich einen harten Tag überstanden, Dank dem Gott, der mir Kräfte dazu
              gab; ich habe dem drohenden Übel in meinem Hauswesen vorgebauet; Gott gebe, daß ich es
              so erhalte.",0,209,character_speech,5,7,,HAUSVATER.,#hausvater,728.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1361,1361,1361,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Nun mahnt mich die Liebe zu meiner Tochter, Sie noch an eins zu erinnern – –",0,76,character_speech,5,7,,MALER.,#maler,729.0,MALE,love,S,,1779.0,positive,emotions of affection
1362,1362,1362,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Ja, unser Wermann fürchtet sich, wie er wo recht hat, für die Folgen einer solchen
              ungleichen Ehe, wo nach den ersten Zeiten der Liebe die Hindernisse, die
              Verschiedenheit –",0,201,character_speech,5,7,,HAUSVATER.,#hausvater,730.0,MALE,fear,S,,1779.0,negative,emotions of anxiety
1363,1363,1363,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Da bin ich sicher.,0,18,character_speech,5,7,,LOTTCHEN.,#lottchen,731.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1364,1364,1364,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,zeigt auf sein Herz.,0,20,stage_direction,5,7,speech_part,,#karl,732.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1365,1365,1365,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Hier ist mein Bürge.,0,20,character_speech,5,7,,KARL,#karl,732.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1366,1366,1366,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Doch ist allzugroße Zuversicht die Quelle all unsers Unglücks; ich denke euch dagegen
              sicher zu stellen; glaubt mir, flieht die Welt, in deren Konventionen ihr doch nicht
              mehr paßt.",0,209,character_speech,5,7,,HAUSVATER.,#hausvater,733.0,MALE,suffering,S,,1779.0,negative,emotions of suffering and empathy
1367,1367,1367,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Geht auf meine Güter, Karl, du sollst sie besorgen, sie verwalten.",210,276,character_speech,5,7,,HAUSVATER.,#hausvater,733.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1368,1368,1368,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Du wirst
              einige hundert Unterthanen haben; mache nur zwei Familien davon glücklich und du
              verdienst ein Monument.",277,418,character_speech,5,7,,HAUSVATER.,#hausvater,733.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1369,1369,1369,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Ihr Wille – – und dann an meiner Lotte Seite – – was thu' ich da nicht.,0,71,character_speech,5,7,,KARL.,#karl,734.0,MALE,love,S,,1779.0,positive,emotions of affection
1370,1370,1370,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Du sollst meine Güter in Besitz nehmen; es ist mir ohnedem lieb, daß ein Beispiel wie
              dieses aus den Augen der Welt komme: es ist doch immer Zerrüttung bürgerlicher
              Ordnung, und, solange das Vorurteil dauert, gefährlich, wenn es zur Nachahmung
              reizt.",0,292,character_speech,5,7,,HAUSVATER.,#hausvater,735.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1371,1371,1371,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Thor!,0,5,character_speech,5,7,,MONHEIM.,#monheim,736.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1372,1372,1372,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,wo suchte ich sonst die Glückseligkeit – – wie irre –,6,59,character_speech,5,7,,MONHEIM.,#monheim,736.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1373,1373,1373,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,Sie sollen sie hoffentlich bei mir finden.,0,42,character_speech,5,7,,SOPHIE.,#sophie,737.0,FEMALE,no_annotation,S,,1779.0,no_annotation,no_annotation
1374,1374,1374,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Und dann komme ich zuweilen zu meinen Kindern auf das Land, sehe sie glücklich in
              herrlichem Genuß reiner Natur.",0,126,character_speech,5,7,,MALER.,#maler,738.0,MALE,joy,S,,1779.0,positive,emotions of pleasure
1375,1375,1375,GerDracor/gemmingen-hornberg-der-deutsche-hausvater.xml,"Auch ich will kommen, wenn es meine Geschäfte erlauben, sonst aber, solange ich
              Kräfte habe, hier bleiben, dem Staat und meinem Fürsten dienen.",0,157,character_speech,5,7,,HAUSVATER.,#hausvater,739.0,MALE,no_annotation,S,,1779.0,no_annotation,no_annotation
