,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
5315,5315,5315,GerDracor/maler-mueller-golo-und-genovefa.xml,Weidengebüsch.,0,14,stage_direction,5,12,pre_speech,,,,,no_annotation,S,,1811.0,no_annotation,no_annotation
5316,5316,5316,GerDracor/maler-mueller-golo-und-genovefa.xml,"Von fern die Melodie des Liedes: mein Grab sey unter Weiden, mit
            Waldhörnern.",0,89,stage_direction,5,12,pre_speech,,,,,no_annotation,S,,1811.0,no_annotation,no_annotation
5317,5317,5317,GerDracor/maler-mueller-golo-und-genovefa.xml,"Golo, Bernhard, Ulrich.",0,23,stage_direction,5,12,pre_speech,,,,,no_annotation,S,,1811.0,no_annotation,no_annotation
5318,5318,5318,GerDracor/maler-mueller-golo-und-genovefa.xml,"Ha, mein Sterbegesang!",0,22,character_speech,5,12,,GOLO.,#golo,1889.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
5319,5319,5319,GerDracor/maler-mueller-golo-und-genovefa.xml,"Drunten rauscht der Bach, sag' an seinen Tod, wie er sterben soll.",0,66,character_speech,5,12,,ULRICH.,#ulrich,1890.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
5320,5320,5320,GerDracor/maler-mueller-golo-und-genovefa.xml,"Niedergestochen wie ein Thier, sein Blut im Bach rinnend, zerhauen die Glieder und
              aufgehenkt in die Aeste, daß einmahl des Himmels Geyer in seinen Knochen horsten!",0,178,character_speech,5,12,,BERNHARD.,#bernhard,1891.0,MALE,abhorrence,S,,1811.0,negative,emotions of rejection
5321,5321,5321,GerDracor/maler-mueller-golo-und-genovefa.xml,"faßt wüthig Bernhard, wirft ihn nieder, reißt das Schwert ihm aus der Faust und
              verwundet ihn.",0,108,stage_direction,5,12,speech_part,,#golo,1892.0,MALE,abhorrence,S,,1811.0,negative,emotions of rejection
5322,5322,5322,GerDracor/maler-mueller-golo-und-genovefa.xml,Noch brennt Mannheit in mir!,0,28,character_speech,5,12,,GOLO,#golo,1892.0,MALE,being moved,S,,1811.0,being moved,being moved
5323,5323,5323,GerDracor/maler-mueller-golo-und-genovefa.xml,"Verflucht neunmahl die Zunge, die solch Urtheil mir
              sprach!",29,102,character_speech,5,12,,GOLO,#golo,1892.0,MALE,abhorrence,S,,1811.0,negative,emotions of rejection
5324,5324,5324,GerDracor/maler-mueller-golo-und-genovefa.xml,Ha!,0,3,character_speech,5,12,,ULRICH.,#ulrich,1893.0,MALE,no_annotation,S,,1811.0,no_annotation,no_annotation
